modelo,nome,posto,perna,fila,processo,entrada,saida,duracao
Atego,Atego_118,32A,1,0.0,414.0,40780.0,41194.0,414.0
Accelo,Accelo_115,32C,1,657.0,561.0,40742.0,41303.0,561.0
Atego (ATP),Atego (ATP)_114,32D,2,0.0,695.0,40671.0,41366.0,695.0
Actros,Actros_111,33B,2,0.0,761.0,40608.0,41369.0,761.0
Atego,Atego_121,30A,1,0.0,314.0,41142.0,41456.0,314.0
Atego (ATP),Atego (ATP)_120,31B,2,0.0,330.0,41138.0,41468.0,330.0
Accelo,Accelo_119,32A,1,98.0,354.0,41194.0,41548.0,354.0
Accelo,Accelo_115,33A,1,0.0,369.0,41303.0,41672.0,369.0
Actros,Actros_95,34B,2,4406.0,1623.0,40073.0,41696.0,1623.0
Atego,Atego_97,38,1,0.0,633.0,41075.0,41708.0,633.0
Atego (ATP),Atego (ATP)_114,33B,2,3.0,376.0,41369.0,41745.0,376.0
Accelo,Accelo_100,34A,1,4911.0,671.0,41075.0,41746.0,671.0
Atego,Atego_121,31A,1,0.0,314.0,41456.0,41770.0,314.0
Atego,Atego_122,30A,1,0.0,314.0,41472.0,41786.0,314.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_116,32D,2,401.0,424.0,41366.0,41790.0,424.0
Atego,Atego_118,32C,1,109.0,544.0,41303.0,41847.0,544.0
Actros,Actros_95,39,2,0.0,354.0,41696.0,42050.0,354.0
Actros,Actros_117,32B,2,0.0,965.0,41129.0,42094.0,965.0
Atego,Atego_122,31A,1,0.0,314.0,41786.0,42100.0,314.0
Atego,Atego_121,32A,1,0.0,414.0,41770.0,42184.0,414.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_116,33B,2,0.0,428.0,41790.0,42218.0,428.0
Atego,Atego_118,33A,1,0.0,428.0,41847.0,42275.0,428.0
Accelo,Accelo_100,38,1,0.0,633.0,41746.0,42379.0,633.0
Accelo,Accelo_124,30A,1,0.0,253.0,42132.0,42385.0,253.0
Atego,Atego_101,34A,1,4979.0,646.0,41746.0,42392.0,646.0
Accelo,Accelo_119,32C,1,299.0,561.0,41847.0,42408.0,561.0
Actros,Actros_123,30B,2,0.0,752.0,41802.0,42554.0,752.0
Actros,Actros_117,32D,2,0.0,494.0,42094.0,42588.0,494.0
Atego,Atego_122,32A,1,84.0,414.0,42184.0,42598.0,414.0
Atego (ATP),Atego (ATP)_120,32B,2,626.0,557.0,42094.0,42651.0,557.0
Accelo,Accelo_124,31A,1,0.0,316.0,42385.0,42701.0,316.0
Accelo,Accelo_125,30A,1,0.0,253.0,42462.0,42715.0,253.0
Accelo,Accelo_119,33A,1,0.0,369.0,42408.0,42777.0,369.0
Atego,Atego_121,32C,1,224.0,544.0,42408.0,42952.0,544.0
Atego,Atego_101,38,1,0.0,633.0,42392.0,43025.0,633.0
Accelo,Accelo_125,31A,1,0.0,316.0,42715.0,43031.0,316.0
Accelo,Accelo_124,32A,1,0.0,354.0,42701.0,43055.0,354.0
Accelo,Accelo_103,34A,1,5123.0,671.0,42392.0,43063.0,671.0
Actros,Actros_123,31B,2,0.0,555.0,42554.0,43109.0,555.0
Arocs,Arocs_98,34B,2,5102.0,1440.0,41696.0,43136.0,1440.0
Atego (ATP),Atego (ATP)_120,32D,2,0.0,695.0,42651.0,43346.0,695.0
Actros,Actros_117,33B,2,0.0,761.0,42588.0,43349.0,761.0
Atego,Atego_121,33A,1,0.0,428.0,42952.0,43380.0,428.0
Accelo,Accelo_125,32A,1,24.0,354.0,43055.0,43409.0,354.0
Arocs,Arocs_98,39,2,0.0,291.0,43136.0,43427.0,291.0
Atego,Atego_127,30A,1,0.0,314.0,43122.0,43436.0,314.0
Atego,Atego_122,32C,1,354.0,544.0,42952.0,43496.0,544.0
Atego (ATP),Atego (ATP)_99,34B,2,6106.0,395.0,43136.0,43531.0,395.0
Actros,Actros_126,30B,2,0.0,752.0,42792.0,43544.0,752.0
Atego (ATP),Atego (ATP)_99,39,2,0.0,120.0,43531.0,43651.0,120.0
Accelo,Accelo_103,38,1,0.0,633.0,43063.0,43696.0,633.0
Atego,Atego_104,34A,1,5191.0,646.0,43063.0,43709.0,646.0
Atego (ATP),Atego (ATP)_120,33B,2,3.0,376.0,43349.0,43725.0,376.0
Atego,Atego_127,31A,1,0.0,314.0,43436.0,43750.0,314.0
Atego,Atego_128,30A,1,0.0,314.0,43452.0,43766.0,314.0
Atego,Atego_122,33A,1,0.0,428.0,43496.0,43924.0,428.0
Accelo,Accelo_124,32C,1,441.0,561.0,43496.0,44057.0,561.0
Actros,Actros_123,32B,2,0.0,965.0,43109.0,44074.0,965.0
Atego,Atego_128,31A,1,0.0,314.0,43766.0,44080.0,314.0
Actros,Actros_126,31B,2,0.0,555.0,43544.0,44099.0,555.0
Atego (ATP),Atego (ATP)_129,30B,2,0.0,326.0,43782.0,44108.0,326.0
Atego,Atego_127,32A,1,0.0,414.0,43750.0,44164.0,414.0
Atego,Atego_104,38,1,0.0,633.0,43709.0,44342.0,633.0
Accelo,Accelo_106,34A,1,5335.0,671.0,43709.0,44380.0,671.0
Accelo,Accelo_124,33A,1,0.0,369.0,44057.0,44426.0,369.0
Atego,Atego_130,30A,1,0.0,314.0,44112.0,44426.0,314.0
Atego (ATP),Atego (ATP)_129,31B,2,0.0,330.0,44108.0,44438.0,330.0
Actros,Actros_123,32D,2,0.0,494.0,44074.0,44568.0,494.0
Atego,Atego_128,32A,1,84.0,414.0,44164.0,44578.0,414.0
Accelo,Accelo_125,32C,1,648.0,561.0,44057.0,44618.0,561.0
Accelo,Accelo_131,30A,1,0.0,253.0,44442.0,44695.0,253.0
Atego,Atego_130,31A,1,0.0,314.0,44426.0,44740.0,314.0
Accelo,Accelo_125,33A,1,0.0,369.0,44618.0,44987.0,369.0
Accelo,Accelo_106,38,1,0.0,633.0,44380.0,45013.0,633.0
Atego,Atego_107,34A,1,5403.0,646.0,44380.0,45026.0,646.0
Accelo,Accelo_131,31A,1,45.0,316.0,44740.0,45056.0,316.0
Actros,Actros_126,32B,2,0.0,965.0,44099.0,45064.0,965.0
Actros,Actros_102,34B,2,5132.0,1623.0,43531.0,45154.0,1623.0
Atego,Atego_130,32A,1,0.0,414.0,44740.0,45154.0,414.0
Atego,Atego_127,32C,1,454.0,544.0,44618.0,45162.0,544.0
Actros,Actros_123,33B,2,0.0,761.0,44568.0,45329.0,761.0
Atego,Atego_133,30A,1,0.0,314.0,45102.0,45416.0,314.0
Actros,Actros_102,39,2,0.0,354.0,45154.0,45508.0,354.0
Accelo,Accelo_131,32A,1,98.0,354.0,45154.0,45508.0,354.0
Actros,Actros_132,30B,2,0.0,752.0,44772.0,45524.0,752.0
Actros,Actros_126,32D,2,0.0,494.0,45064.0,45558.0,494.0
Atego,Atego_127,33A,1,0.0,428.0,45162.0,45590.0,428.0
Atego (ATP),Atego (ATP)_129,32B,2,626.0,557.0,45064.0,45621.0,557.0
Atego,Atego_107,38,1,0.0,633.0,45026.0,45659.0,633.0
Accelo,Accelo_109,34A,1,5547.0,671.0,45026.0,45697.0,671.0
Atego,Atego_128,32C,1,584.0,544.0,45162.0,45706.0,544.0
Atego,Atego_133,31A,1,0.0,314.0,45416.0,45730.0,314.0
Atego,Atego_134,30A,1,0.0,314.0,45432.0,45746.0,314.0
Atego,Atego_134,31A,1,0.0,314.0,45746.0,46060.0,314.0
Actros,Actros_132,31B,2,0.0,555.0,45524.0,46079.0,555.0
Atego (ATP),Atego (ATP)_135,30B,2,0.0,326.0,45762.0,46088.0,326.0
Atego,Atego_128,33A,1,0.0,428.0,45706.0,46134.0,428.0
Atego,Atego_133,32A,1,0.0,414.0,45730.0,46144.0,414.0
Atego,Atego_130,32C,1,552.0,544.0,45706.0,46250.0,544.0
Atego (ATP),Atego (ATP)_129,32D,2,0.0,695.0,45621.0,46316.0,695.0
Actros,Actros_126,33B,2,0.0,761.0,45558.0,46319.0,761.0
Accelo,Accelo_109,38,1,0.0,633.0,45697.0,46330.0,633.0
Atego,Atego_110,34A,1,5615.0,646.0,45697.0,46343.0,646.0
Accelo,Accelo_136,30A,1,0.0,253.0,46092.0,46345.0,253.0
Atego (ATP),Atego (ATP)_135,31B,2,0.0,330.0,46088.0,46418.0,330.0
Atego,Atego_134,32A,1,84.0,414.0,46144.0,46558.0,414.0
Accelo,Accelo_136,31A,1,0.0,316.0,46345.0,46661.0,316.0
Accelo,Accelo_137,30A,1,0.0,253.0,46422.0,46675.0,253.0
Atego,Atego_130,33A,1,0.0,428.0,46250.0,46678.0,428.0
Atego (ATP),Atego (ATP)_129,33B,2,3.0,376.0,46319.0,46695.0,376.0
Actros,Actros_105,34B,2,5765.0,1623.0,45154.0,46777.0,1623.0
Accelo,Accelo_131,32C,1,742.0,561.0,46250.0,46811.0,561.0
Atego,Atego_110,38,1,0.0,633.0,46343.0,46976.0,633.0
Atego,Atego_112,34A,1,5717.0,646.0,46343.0,46989.0,646.0
Accelo,Accelo_137,31A,1,0.0,316.0,46675.0,46991.0,316.0
Accelo,Accelo_136,32A,1,0.0,354.0,46661.0,47015.0,354.0
Actros,Actros_132,32B,2,0.0,965.0,46079.0,47044.0,965.0
Actros,Actros_105,39,2,0.0,354.0,46777.0,47131.0,354.0
Atego (ATP),Atego (ATP)_108,34B,2,7012.0,395.0,46777.0,47172.0,395.0
Accelo,Accelo_131,33A,1,0.0,369.0,46811.0,47180.0,369.0
Atego (ATP),Atego (ATP)_108,39,2,0.0,120.0,47172.0,47292.0,120.0
Accelo,Accelo_139,30A,1,0.0,253.0,47082.0,47335.0,253.0
Atego,Atego_133,32C,1,667.0,544.0,46811.0,47355.0,544.0
Accelo,Accelo_137,32A,1,24.0,354.0,47015.0,47369.0,354.0
Actros,Actros_138,30B,2,0.0,752.0,46752.0,47504.0,752.0
Actros,Actros_132,32D,2,0.0,494.0,47044.0,47538.0,494.0
Atego (ATP),Atego (ATP)_135,32B,2,626.0,557.0,47044.0,47601.0,557.0
Atego,Atego_112,38,1,0.0,633.0,46989.0,47622.0,633.0
Atego,Atego_113,34A,1,5819.0,646.0,46989.0,47635.0,646.0
Accelo,Accelo_139,31A,1,0.0,316.0,47335.0,47651.0,316.0
Atego,Atego_133,33A,1,0.0,428.0,47355.0,47783.0,428.0
Atego (ATP),Atego (ATP)_140,30B,2,0.0,326.0,47504.0,47830.0,326.0
Atego,Atego_134,32C,1,797.0,544.0,47355.0,47899.0,544.0
Accelo,Accelo_139,32A,1,0.0,354.0,47651.0,48005.0,354.0
Actros,Actros_138,31B,2,0.0,555.0,47504.0,48059.0,555.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_141,30B,2,0.0,314.0,47834.0,48148.0,314.0
Atego,Atego_113,38,1,0.0,633.0,47635.0,48268.0,633.0
Atego (ATP),Atego (ATP)_135,32D,2,0.0,695.0,47601.0,48296.0,695.0
Actros,Actros_132,33B,2,0.0,761.0,47538.0,48299.0,761.0
Accelo,Accelo_115,34A,1,5963.0,671.0,47635.0,48306.0,671.0
Atego,Atego_134,33A,1,0.0,428.0,47899.0,48327.0,428.0
Atego (ATP),Atego (ATP)_140,31B,2,229.0,330.0,48059.0,48389.0,330.0
Accelo,Accelo_142,30A,1,0.0,253.0,48164.0,48417.0,253.0
Accelo,Accelo_136,32C,1,884.0,561.0,47899.0,48460.0,561.0
Atego (ATP),Atego (ATP)_135,33B,2,3.0,376.0,48299.0,48675.0,376.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_141,31B,2,241.0,314.0,48389.0,48703.0,314.0
Accelo,Accelo_142,31A,1,0.0,316.0,48417.0,48733.0,316.0
Actros,Actros_111,34B,2,5803.0,1623.0,47172.0,48795.0,1623.0
Atego,Atego_143,30A,1,0.0,314.0,48494.0,48808.0,314.0
Accelo,Accelo_136,33A,1,0.0,369.0,48460.0,48829.0,369.0
Accelo,Accelo_115,38,1,0.0,633.0,48306.0,48939.0,633.0
Atego,Atego_118,34A,1,6031.0,646.0,48306.0,48952.0,646.0
Accelo,Accelo_137,32C,1,1091.0,561.0,48460.0,49021.0,561.0
Actros,Actros_138,32B,2,0.0,965.0,48059.0,49024.0,965.0
Accelo,Accelo_144,30A,1,0.0,253.0,48824.0,49077.0,253.0
Accelo,Accelo_142,32A,1,0.0,354.0,48733.0,49087.0,354.0
Atego,Atego_143,31A,1,0.0,314.0,48808.0,49122.0,314.0
Actros,Actros_111,39,2,0.0,354.0,48795.0,49149.0,354.0
Atego (ATP),Atego (ATP)_114,34B,2,7050.0,395.0,48795.0,49190.0,395.0
Atego (ATP),Atego (ATP)_114,39,2,0.0,120.0,49190.0,49310.0,120.0
Accelo,Accelo_137,33A,1,0.0,369.0,49021.0,49390.0,369.0
Accelo,Accelo_144,31A,1,45.0,316.0,49122.0,49438.0,316.0
Atego (ATP),Atego (ATP)_145,30B,2,0.0,326.0,49154.0,49480.0,326.0
Actros,Actros_138,32D,2,0.0,494.0,49024.0,49518.0,494.0
Atego,Atego_143,32A,1,0.0,414.0,49122.0,49536.0,414.0
Atego (ATP),Atego (ATP)_140,32B,2,635.0,557.0,49024.0,49581.0,557.0
Accelo,Accelo_139,32C,1,1016.0,561.0,49021.0,49582.0,561.0
Atego,Atego_118,38,1,0.0,633.0,48952.0,49585.0,633.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_116,34B,2,6972.0,395.0,49190.0,49585.0,395.0
Accelo,Accelo_119,34A,1,6175.0,671.0,48952.0,49623.0,671.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_116,39,2,0.0,120.0,49585.0,49705.0,120.0
Atego,Atego_146,30A,1,0.0,314.0,49484.0,49798.0,314.0
Atego (ATP),Atego (ATP)_145,31B,2,0.0,330.0,49480.0,49810.0,330.0
Atego 8x2 e 8x4,Atego 8x2 e 8x4_141,32B,2,878.0,294.0,49581.0,49875.0,294.0
Accelo,Accelo_144,32A,1,98.0,354.0,49536.0,49890.0,354.0
Accelo,Accelo_139,33A,1,0.0,369.0,49582.0,49951.0,369.0
Atego,Atego_146,31A,1,0.0,314.0,49798.0,50112.0,314.0
Accelo,Accelo_142,32C,1,495.0,561.0,49582.0,50143.0,561.0
Accelo,Accelo_119,38,1,0.0,633.0,49623.0,50256.0,633.0
Atego,Atego_121,34A,1,6243.0,646.0,49623.0,50269.0,646.0
Atego (ATP),Atego (ATP)_140,32D,2,0.0,695.0,49581.0,50276.0,695.0
Actros,Actros_138,33B,2,0.0,761.0,49518.0,50279.0,761.0
