;;;;;;;;;;;;;;;;;;;
;Pegar a mangueira do climatizador, conduzi-la até o veículo e conectá-la na entrada;AGR;;00:00:11;;;;;;;;;;;;;;;
;Deslocar-se até a máquina de abastecimento do climatizador.;ÑAG;;00:00:04;;;;;;;;;;;;;;;
;Acionar o gatilho e pressionar o botão de início para iniciar o processo de abastecimento do climatizador. Pegar a tampa do arla (A0004707105), remover também a pistola do arla e devolvê-la à máquina.;AGR;;00:00:36;;;;;;;;;;;;;;;
;Aguardar a conclusão do abastecimento de diesel e da água do climatizador. Em seguida, fechar o registro da máquina do climatizador.;ÑAG;;00:00:20;;;;;;;;;;;;;;;
;Deslocar-se até o veículo.;ÑAG;;00:00:12;;;;;;;;;;;;;;;
;Remover a mangueira do climatizador, fechar a tampa e voltar para posição no coldre;AGR;;00:00:10;;;;;;;;;;;;;;;
;Remover a mangueira de diesel, retirar e devolver a pistola no coldre;AGR;;00:00:14;;;;;;;;;;;;;;;
;Liberar a sangria, conectar o tubulação no tanque de combustível e devolver a mangueira da sangria no coldre.;AGR;;00:00:12;;;;;;;;;;;;;;;
;Pegar a máquina elétrica para recuar as hastes do cilindro e deslocar-se até os eixos traseiros do veículo.;ÑAG;;00:00:04;;;;;;;;;;;;;;;
;Recuar as hastes do cilindro de freio do lado esquerdo.;AGR;;00:00:12;;;;;;;;;;;;;;;
;Deslocar-se para o outro lado do veículo;ÑAG;;00:00:12;;;;;;;;;;;;;;;
;Recuar as hastes do cilindro de freio do lado direito.;AGR;;00:00:12;;;;;;;;;;;;;;;
;Devolver a máquina elétrica ao coldre.;ÑAG;;00:00:08;;;;;;;;;;;;;;;
;Deslocar-se novamente até o veículo.;ÑAG;;00:00:06;;;;;;;;;;;;;;;
;Desconectar as mangueiras de abastecimento de ar comprimido, desrosquear o adaptador e devolver no coldre.;ÑAG;;00:00:15;;;;;;;;;;;;;;;
;Pegar os adesivos do tanque de combustível (A9585842317).;AGR;;;00:00:08;;;;;;;;;;;;;;
;Deslocar-se até o tanque de combustível do lado esquerdo.;ÑAG;;;00:00:05;;;;;;;;;;;;;;
;Aplicar o adesivo no tanque de combustível.;AGR;;;00:00:14;;;;;;;;;;;;;;
;Deslocar-se até o tanque de combustível do lado direito.;ÑAG;;;00:00:05;;;;;;;;;;;;;;
;Colar novamente o adesivo.;AGR;;;00:00:13;;;;;;;;;;;;;;
;Retornar até o carrinho do reaperto.;ÑAG;;;00:00:07;;;;;;;;;;;;;;
;Pegar a máquina 24 no carrinho de reaperto, deslocar-se até a longarina do lado esquerdo e realizar o reaperto dos 3 parafusos que fixam a tala da mola do segundo eixo dianteiro.;AGR;;;00:00:18;;;;;;;;;;;;;;
;Devolver a máquina 24 ao coldre.;ÑAG;;;00:00:05;;;;;;;;;;;;;;
;Pegar a máquina com soquete 21 e chave 21, deslocar-se até a longarina do veículo e iniciar o reaperto, começando pelo segundo eixo dianteiro do lado esquerdo e seguindo para o lado direito, até finalizar o reaperto no segundo eixo dianteiro do lado direito.;AGR;;;00:02:56;;;;;;;;;;;;;;
;Retornar até a lanterna do veículo e realizar o aperto das lanternas dos lados esquerdo e direito.;AGR;;;00:00:35;;;;;;;;;;;;;;
;Retornar ao posto inicial e devolver a máquina ao coldre.;ÑAG;;;00:00:08;;;;;;;;;;;;;;
;Pegar 2x abraçadeiras plásticas cabeçudas, e deslocar-se até a lanterna traseira do veículo.;ÑAG;;;;;00:00:16;;;;;;;;;;;;
;Passar o chicote pelo orifício da longarina e conectá-lo à lanterna.;AGR;;;;;00:00:19;;;;;;;;;;;;
;Pegar uma das abraçadeiras plásticas e realizar a amarração.;AGR;;;;;00:00:26;;;;;;;;;;;;
;Repetir o processo para a lanterna do lado oposto.;AGR;;;;;00:00:47;;;;;;;;;;;;
;Cortar o excesso das cintas plásticas e descartá-las corretamente no lixo.;AGR;;;;;00:00:11;;;;;;;;;;;;
;Deslocar-se até a plataforma base para montagem do estepe, levá-la até o veículo e posicioná-la no AGV.;ÑAG;;;;;00:00:17;;;;;;;;;;;;
;Andar até a talha do estepe.;ÑAG;;;;;00:00:09;;;;;;;;;;;;
;Com a talha, buscar o estepe na esteira de rodas enquanto o veículo se aproxima do curso da talha.;AGR;;;;;00:00:25;;;;;;;;;;;;
;Pegar a máquina 18, 2 porcas 18 e 2 arruelas, deslocar-se até o veículo e deixá-las próximas ao local onde o estepe será montado;AGR;;;;;00:00:23;;;;;;;;;;;;
;Aguardar o veículo chegar até a posição da talha;ÑAG;;;;;00:00:14;;;;;;;;;;;;
;Após a chegada do veículo no posto, posicionar o estepe nos prisioneiros da travessa da longarina.;AGR;;;;;00:00:13;;;;;;;;;;;;
;Remover a talha e devolvê-la à posição correta.;AGR;;;;;00:00:10;;;;;;;;;;;;
;Colocar as duas arruelas e pontuar as duas porcas, utilizando a máquina 18 previamente preparada, e realizar o aperto.;AGR;;;;;00:00:22;;;;;;;;;;;;
;Devolver a máquina 18 ao coldre e guardar a plataforma do estepe.;ÑAG;;;;;00:00:15;;;;;;;;;;;;
;Cortar cintas que envolvem as rodas;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;Pegar a roda dianteira com o manipulador.;AGR;;;;;;00:00:08;;;;;;;;;;;
;Com o virador, pegar próxima roda 2 do eixo traseiro I na esteira;AGR;;;;;;00:00:08;;;;;;;;;;;
;Pegar prolongador de válvula do pneu e rosquear na válvula da próxima roda com o dispositivo;AGR;;;;;;00:00:18;;;;;;;;;;;
;Pegar cintas que caírem no chão e jogar no lixo;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;Esperar veículo chegar ao curso do manipulador de rodas.;ÑAG;;;;;;00:00:05;;;;;;;;;;;
;Posicionar roda dianteira apontando a porca para evitar que caia.;AGR;;;;;;00:00:12;;;;;;;;;;;
;Retirar manipulador, voltar para esteira e pegar roda 1 do eixo traseiro I na esteira;AGR;;;;;;00:00:19;;;;;;;;;;;
;Apertar botoeira para esteira liberar próxima remessa de rodas.;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;Andar até prateleira do lado da esteira e pegar dispositivo para não riscar o cubo da roda;ÑAG;;;;;;00:00:08;;;;;;;;;;;
;Encaixar dispositivo no cubo da roda nos dois eixos traseiros;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;Andar até a esteira;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;Cortar cintas que envolvem as rodas;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;Pegar prolongador de válvula do pneu e rosquear na válvula da roda 1 eixo traseiro II;AGR;;;;;;00:00:18;;;;;;;;;;;
;Pegar cintas que caírem no chão e jogar no lixo.;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;Esperar o eixo traseiro chegar ate o curso do manipulador ;ÑAG;;;;;;00:00:21;;;;;;;;;;;
;Posicionar roda 1 do manipulador no cubo no eixo traseiro I;AGR;;;;;;00:00:12;;;;;;;;;;;
;Retirar o manipulador, voltar para a esteira e retirar a roda 2 do eixo traseiro que estava no virador;AGR;;;;;;00:00:08;;;;;;;;;;;
;Colocar roda 2 na posição correta em relação a roda 1 do eixo traseiro I;AGR;;;;;;00:00:15;;;;;;;;;;;
;Pontear duas porcas para a roda não caírem ;AGR;;;;;;00:00:06;;;;;;;;;;;
;Tirar o manipulador, voltar na esteira e pegar roda 1 do eixo traseiro II (verificar o sentido da seta);AGR;;;;;;00:00:14;;;;;;;;;;;
;Ainda com manipulador, pegar roda 2 que estava no virador (posicionada por outro operador);AGR;;;;;;00:00:08;;;;;;;;;;;
;Colocar roda 2 na posição correta em relação a roda 1 do eixo traseiro II;AGR;;;;;;00:00:18;;;;;;;;;;;
;Pontear duas porcas para a roda não caírem ;AGR;;;;;;00:00:06;;;;;;;;;;;
;Tirar o manipulador;ÑAG;;;;;;00:00:08;;;;;;;;;;;
;Andar até a prateleira. ;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;Pegar 8 porcas, ir até o veículo e pontear no eixo traseiro 2;AGR;;;;;;00:00:48;;;;;;;;;;;
;Voltar ao ponto inicial ;ÑAG;;;;;;00:00:08;;;;;;;;;;;
;;ÑAG;;;;;;;00:00:04;;;;;;;;;;
;;AGR;;;;;;;00:00:08;;;;;;;;;;
;;AGR;;;;;;;00:00:08;;;;;;;;;;
;;AGR;;;;;;;00:00:18;;;;;;;;;;
;;ÑAG;;;;;;;00:00:04;;;;;;;;;;
;;ÑAG;;;;;;;00:00:05;;;;;;;;;;
;;AGR;;;;;;;00:00:12;;;;;;;;;;
;;AGR;;;;;;;00:00:19;;;;;;;;;;
;;ÑAG;;;;;;;00:00:04;;;;;;;;;;
;;ÑAG;;;;;;;00:00:08;;;;;;;;;;
;;ÑAG;;;;;;;00:00:06;;;;;;;;;;
;;ÑAG;;;;;;;00:00:06;;;;;;;;;;
;;ÑAG;;;;;;;00:00:04;;;;;;;;;;
;;AGR;;;;;;;00:00:18;;;;;;;;;;
;;ÑAG;;;;;;;00:00:06;;;;;;;;;;
;;ÑAG;;;;;;;00:00:21;;;;;;;;;;
;;AGR;;;;;;;00:00:12;;;;;;;;;;
;;AGR;;;;;;;00:00:08;;;;;;;;;;
;;AGR;;;;;;;00:00:15;;;;;;;;;;
;;AGR;;;;;;;00:00:06;;;;;;;;;;
;;AGR;;;;;;;00:00:14;;;;;;;;;;
;;AGR;;;;;;;00:00:08;;;;;;;;;;
;;AGR;;;;;;;00:00:18;;;;;;;;;;
;;AGR;;;;;;;00:00:06;;;;;;;;;;
;;ÑAG;;;;;;;00:00:08;;;;;;;;;;
;;ÑAG;;;;;;;00:00:06;;;;;;;;;;
;;AGR;;;;;;;00:00:48;;;;;;;;;;
;;ÑAG;;;;;;;00:00:08;;;;;;;;;;
;Andar até carrinho das calotas das porcas.;ÑAG;;;;;;;;00:00:04;;;;;;;;;
;Pegar pino do reboque.;AGR;;;;;;;;00:00:03;;;;;;;;;
;Andar até para-choque do veículo.;ÑAG;;;;;;;;00:00:05;;;;;;;;;
;Posicionar e travar pino reboque no local correto.;AGR;;;;;;;;00:00:06;;;;;;;;;
;Andar até esteira de porca de roda.;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;Pegar 9x porcas da roda.;AGR;;;;;;;;00:00:08;;;;;;;;;
;Ir até a roda dianteira do lado esquerdo.;ÑAG;;;;;;;;00:00:07;;;;;;;;;
;Pontear as 9x porcas na roda.;AGR;;;;;;;;00:00:28;;;;;;;;;
;Voltar até esteira de porcas de roda;ÑAG;;;;;;;;00:00:06;;;;;;;;;
;Pegar + 9 porcas da roda.;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;Ir até a roda do eixo traseiro I;ÑAG;;;;;;;;00:00:03;;;;;;;;;
;Pontear as 9 porcas na roda.;AGR;;;;;;;;00:00:35;;;;;;;;;
;Andar até o virador de roda.;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;Pegar com o virador a última roda na esteira.;AGR;;;;;;;;00:00:08;;;;;;;;;
;Andar até apertadeira de porca da roda dianteira.;ÑAG;;;;;;;;00:00:12;;;;;;;;;
;Posicioná-la nas porcas da roda dianteira e fazer aperto.;AGR;;;;;;;;00:00:32;;;;;;;;;
;Andar com apertadeira até roda do 1º eixo traseiro.;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;Posicioná-la novamente nas porcas e fazer aperto;AGR;;;;;;;;00:00:34;;;;;;;;;
;Ir com apertadeira até roda do 2º eixo traseiro.;ÑAG;;;;;;;;00:00:04;;;;;;;;;
;Posicioná-la novamente nas porcas e fazer aperto.;AGR;;;;;;;;00:00:28;;;;;;;;;
;Andar até carrinho das calotas das porcas.;ÑAG;;;;;;;;00:00:06;;;;;;;;;
;Pegar 10 calotas das porcas de roda dianteira e dispositivo para aperto.;AGR;;;;;;;;00:00:09;;;;;;;;;
;Andar até roda dianteira do lado esquerdo.;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;Posicionar todas as calotas.;AGR;;;;;;;;00:00:12;;;;;;;;;
;Com o dispositivo, fazer a fixação das calotas das porcas.;AGR;;;;;;;;00:00:21;;;;;;;;;
;Voltar ao posto inicial.;ÑAG;;;;;;;;00:00:04;;;;;;;;;
;;ÑAG;;;;;;;;;00:00:04;;;;;;;;
;;AGR;;;;;;;;;00:00:03;;;;;;;;
;;ÑAG;;;;;;;;;00:00:05;;;;;;;;
;;AGR;;;;;;;;;00:00:06;;;;;;;;
;;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;;AGR;;;;;;;;;00:00:08;;;;;;;;
;;ÑAG;;;;;;;;;00:00:07;;;;;;;;
;;AGR;;;;;;;;;00:00:28;;;;;;;;
;;ÑAG;;;;;;;;;00:00:06;;;;;;;;
;;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;;ÑAG;;;;;;;;;00:00:03;;;;;;;;
;;AGR;;;;;;;;;00:00:35;;;;;;;;
;;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;;AGR;;;;;;;;;00:00:08;;;;;;;;
;;ÑAG;;;;;;;;;00:00:12;;;;;;;;
;;AGR;;;;;;;;;00:00:32;;;;;;;;
;;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;;AGR;;;;;;;;;00:00:34;;;;;;;;
;;ÑAG;;;;;;;;;00:00:04;;;;;;;;
;;AGR;;;;;;;;;00:00:28;;;;;;;;
;;ÑAG;;;;;;;;;00:00:06;;;;;;;;
;;AGR;;;;;;;;;00:00:09;;;;;;;;
;;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;;AGR;;;;;;;;;00:00:12;;;;;;;;
;;AGR;;;;;;;;;00:00:21;;;;;;;;
;;ÑAG;;;;;;;;;00:00:04;;;;;;;;
;Pegar 2x arruelas e 2x porcas borboleta na prateleira.;AGR;;;;;;;;;;00:00:08;;;;;;;
;Andar até o carrinho de tampas de bateria.;ÑAG;;;;;;;;;;00:00:05;;;;;;;
;Pegar a tampa de bateria do Atego.;AGR;;;;;;;;;;00:00:05;;;;;;;
;Andar até a bateria do veículo. ;ÑAG;;;;;;;;;;00:00:07;;;;;;;
;Posicionar a tampa de bateria nos prisioneiros, colocar as arruelas e pontuar as porcas borboleta.;AGR;;;;;;;;;;00:00:18;;;;;;;
;Andar até o carrinho de tampas da central elétrica.;ÑAG;;;;;;;;;;00:00:05;;;;;;;
;Pegar a tampa da central, um canal de ar, um batente, um antivibrador, uma tampa PVC do quadro, duas porcas e dois parafusos e a máquina elétrica;AGR;;;;;;;;;;00:00:12;;;;;;;
;Andar até a central do veículo.;ÑAG;;;;;;;;;;00:00:08;;;;;;;
;Efetuar o fechamento da central elétrica.;AGR;;;;;;;;;;00:00:57;;;;;;;
;Posicionar e fixar o canal de ar de forma adequada.;AGR;;;;;;;;;;00:00:22;;;;;;;
;Devolver a máquina no coldre.;ÑAG;;;;;;;;;;00:00:09;;;;;;;
;Andar até o carrinho da grade frontal.;AGR;;;;;;;;;;00:00:10;;;;;;;
;Pegar uma grade frontal do Atego.;AGR;;;;;;;;;;00:00:06;;;;;;;
;Na prateleira ao lado, pegar sete parafusos, duas arruelas e a máquina.;AGR;;;;;;;;;;00:00:11;;;;;;;
;Andar até a frente do veículo.;ÑAG;;;;;;;;;;00:00:07;;;;;;;
;Posicionare e fixar a grade frontal.;AGR;;;;;;;;;;00:00:32;;;;;;;
;Devolver a máquina ao coldre.;ÑAG;;;;;;;;;;00:00:12;;;;;;;
;Pegar tampa de combustível;AGR;;;;;;;;;;;00:00:04;00:00:04;;;;;
;Andar até o veículo.;ÑAG;;;;;;;;;;;00:00:05;00:00:05;;;;;
;Colocar tampa de combustível;AGR;;;;;;;;;;;00:00:12;00:00:12;;;;;
;Pegar o checklist para verificar o país e o modelo.;ÑAG;;;;;;;;;;;00:00:04;00:00:04;;;;;
;Andar até prateleira.;ÑAG;;;;;;;;;;;00:00:04;00:00:04;;;;;
;Pegar o manual de instruções adequado.;AGR;;;;;;;;;;;00:00:05;00:00:05;;;;;
;Dirigir-se até a cabine do veículo.;ÑAG;;;;;;;;;;;00:02:40;00:02:40;;;;;
;Abrir a porta do motorista e colocar o manual no compartimento lateral da porta;AGR;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Olhar nível do óleo da direção ;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Pegar as travas do volante;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Colocar as travas do volante no carrinho e retornar ao veículo;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Retornar ao lado esquerdo do veículo e ajustar o retrovisor esquerdo.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Conferir as hastes do sistema de freio.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Entrar no veículo.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Ligar o veículo e remover a trava da direção.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Tirar a trava e realizar o teste de direção.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Engatar o veículo e realizar o teste do freio de serviço e do freio de emergência;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Descer do veículo.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Voltar ao posto inicial.;ÑAG;;;;;;;;;;;00:00:00;00:00:00;;;;;
;Retirar o porty do carregador.;ÑAG;;;;;;;;;;;;;00:00:04;00:00:04;;;
;Pegar a escada para auxiliar ao subir no veículo.;ÑAG;;;;;;;;;;;;;00:00:03;00:00:03;;;
;Deslocar-se até o veículo e posicionar a escada no AGV.;ÑAG;;;;;;;;;;;;;00:00:08;00:00:08;;;
;Verificar o checklist do veículo.;ÑAG;;;;;;;;;;;;;00:00:06;00:00:06;;;
;Deslocar-se até a chave geral para ligar.;AGR;;;;;;;;;;;;;00:00:04;00:00:04;;;
;Entrar no veículo utilizando a escada posicionada anteriormente.;ÑAG;;;;;;;;;;;;;00:00:12;00:00:12;;;
;Conectar a tomada OBD.;ÑAG;;;;;;;;;;;;;00:00:06;00:00:06;;;
;Iniciar o processo elétrico, inserindo o R.E. e o NP do veículo, e rodar no modo automático até o término.;AGR;;;;;;;;;;;;;00:05:02;00:05:02;;;
;Desconectar a tomada OBD.;ÑAG;;;;;;;;;;;;;00:00:03;00:00:03;;;
;Descer do veículo.;ÑAG;;;;;;;;;;;;;00:00:04;00:00:04;;;
;Retirar a escada do AGV.;ÑAG;;;;;;;;;;;;;00:00:03;00:00:03;;;
;Devolver a escada e o porty ao posto de elétrica.;ÑAG;;;;;;;;;;;;;00:00:05;00:00:05;;;
;Pegar as etiquetas de avisos na prateleira e colar etiquetas nos locais apropriado;AGR;;;;;;;;;;;;;;;00:00:56;;
;Atividades gerais do controle;ÑAG;;;;;;;;;;;;;;;00:03:39;;
;Atividades do motorista;ÑAG;;;;;;;;;;;;;;;;00:04:26;
;Atividade QIS;ÑAG;;;;;;;;;;;;;;;;;00:04:30
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;Total;00:05:14;00:05:14;00:04:54;;00:04:27;00:05:08;00:05:08;00:05:15;00:05:15;00:03:54;00:03:14;00:03:14;00:06:00;00:06:00;00:04:35;00:04:26;00:04:30
;;Agrega;00:01:38;00:02:31;00:04:24;;00:03:16;00:03:38;00:03:38;00:03:44;00:03:44;00:03:01;00:00:21;00:00:21;00:05:06;00:05:06;00:00:56;00:00:00;00:00:00
;;Necessário;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
;;Não agrega;00:03:36;00:02:43;00:00:30;;00:01:11;00:01:30;00:01:30;00:01:31;00:01:31;00:00:53;00:02:53;00:02:53;00:00:54;00:00:54;00:03:39;00:04:26;00:04:30
;;;;;;;;;;;;;;;;;;;
;;Takt;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30;00:05:30
