;;;;;;;;;;;;;;;;;;;
;Abastecer o carrinho e fazer pré-montagem do batente;AGR;;;00:00:18;;;;;;;;;;;;;;
;Retornar ao posto de trabalho;ÑAG;;;00:00:17;;;;;;;;;;;;;;
;Pegar 08 parafusos, 01 porca, chineleira lado direito e apertadeira;AGR;;;00:00:22;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:18;;;;;;;;;;;;;;
;Posicionar a chineleira, apontar os parafusos e porcas e fixa-los, posicionar o batente da porta;AGR;;;00:01:03;;;;;;;;;;;;;;
;Andar até o carrinho;ÑAG;;;00:00:10;;;;;;;;;;;;;;
;Pegar chineleira esquerda, 08 parafusos e 01 porca;AGR;;;00:00:26;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:10;;;;;;;;;;;;;;
;Posicionar chineleira, apontar parafusos e porca e fixa-los, bater o batente da porta;AGR;;;00:01:04;;;;;;;;;;;;;;
;Andar até o mercado de pré-montagem do tuftrack e pegar 2 casquilho;AGR;;;00:00:26;;;;;;;;;;;;;;
;Andar até o veículo ;ÑAG;;;00:00:16;;;;;;;;;;;;;;
;Montar o casquilho lado direito e esquerdo;AGR;;;00:00:31;;;;;;;;;;;;;;
;Andar até o carrinho e pegar apertadeira;ÑAG;;;00:00:16;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:07;;;;;;;;;;;;;;
;Apertar mesa;AGR;;;00:00:44;;;;;;;;;;;;;;
;Retornar ao carrinho e devolver apertadeira;ÑAG;;;00:00:16;;;;;;;;;;;;;;
;Pegar carrinho o adaptador de ar (sistema de ar);ÑAG;;;00:00:18;;;;;;;;;;;;;;
;Andar até o veículo e conectar o adaptador de ar na válvula de ar;ÑAG;;;00:00:15;;;;;;;;;;;;;;
;Andar até a mangueira, pega-lá e leva-lá até o veículo e acoplar na válvula de ar;AGR;;;00:00:20;;;;;;;;;;;;;;
;Andar até o suporte e pegar chave de aperto da quinta-roda;ÑAG;;;00:00:22;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:21;;;;;;;;;;;;;;
;Pegar a ficha e conferir a furação da quinta-roda;ÑAG;;;00:00:33;;;;;;;;;;;;;;
;Fazer a marcação da quinta-roda na longarina;ÑAG;;;00:00:26;;;;;;;;;;;;;;
;Andar até o carrinho, pegar o alicate de posição;ÑAG;;;00:00:11;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:21;;;;;;;;;;;;;;
;Posicionar o alicate na longarina na posição marcada da quinta-roda;ÑAG;;;00:00:22;;;;;;;;;;;;;;
;Retirar a mangueira de ar e fechar a válvula;AGR;;;00:00:45;;;;;;;;;;;;;;
;Devolver mangueira de ar na sua posição, alicate e chave;ÑAG;;;00:00:13;;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;00:00:14;;;;;;;;;;;;;;
;Auxiliar na descida da quinta-roda no chassi e soltar a trava da talha;AGR;;;00:00:32;;;;;;;;;;;;;;
;Apontar as porcas nos parafusos da base da quinta-roda;AGR;;;00:00:23;;;;;;;;;;;;;;
;Retirar manual e colocar em cima do tanque de combustível;AGR;;;00:00:12;;;;;;;;;;;;;;
;Apertar os parafusos com apertadeira eletrônica e com auxilo da chave;AGR;;;00:03:00;;;;;;;;;;;;;;
;Retirar o cone;ÑAG;;;00:00:13;;;;;;;;;;;;;;
;Andar até o carrinho;ÑAG;;;;00:00:06;;;;;;;;;;;;;
;Pegar 10 parafusos e chapas do silencioso;AGR;;;;00:00:53;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;;00:00:14;;;;;;;;;;;;;
;Montar e apertar chapas do silencioso;AGR;;;;00:02:06;;;;;;;;;;;;;
;Retornar a prateleira e devolver apertadeira elétrica;ÑAG;;;;00:00:04;;;;;;;;;;;;;
;Andar até o coldre, pegar apertadeira pneumática;ÑAG;;;;00:00:10;;;;;;;;;;;;;
;Retornar ao veículo;ÑAG;;;;00:00:04;;;;;;;;;;;;;
;Fazer reaperto da barra de torção frontal da cabina;AGR;;;;00:00:21;;;;;;;;;;;;;
;Retornar ao coldre e devolver apertadeira pneumática;ÑAG;;;;00:00:14;;;;;;;;;;;;;
;Se deslocar até a base da quinta-roda;ÑAG;;;;00:00:15;;;;;;;;;;;;;
;Preparar a quinta-roda;AGR;;;;00:00:08;;;;;;;;;;;;;
;Subira a escada de auxílio;AGR;;;;00:00:07;;;;;;;;;;;;;
;Retirar 02 parafusos e 02 arruelas;ÑAG;;;;00:00:24;;;;;;;;;;;;;
;Posicionar a quinta-roda, apontar os parafusos e arruelas na base e fixar o pneu;AGR;;;;00:00:52;;;;;;;;;;;;;
;Pegar 04 parafusos na prateleira auxiliar e apontar na base;AGR;;;;00:00:33;;;;;;;;;;;;;
;Pegar 08 porcas na prateleira auxiliar e colocar em cima da base, 04 de cada lado;AGR;;;;00:00:16;;;;;;;;;;;;;
;Pegar talha, posicionar na base e içar quinta-roda;AGR;;;;00:00:24;;;;;;;;;;;;;
;Levar a base da quinta-roda até o chassi;AGR;;;;00:02:53;;;;;;;;;;;;;
;Posicionar a quinta-roda no chasi com o auxílio de outro operador;AGR;;;;00:01:19;;;;;;;;;;;;;
;Apontar as porcas e fixá-las;AGR;;;;00:00:41;;;;;;;;;;;;;
;Retirar a talha com o auxílio do colaborador da chineleira;AGR;;;;00:00:29;;;;;;;;;;;;;
;Andar até o suporte, pegar a chave auxílio;ÑAG;;;;00:00:26;;;;;;;;;;;;;
;Andar até o veículo;ÑAG;;;;00:00:21;;;;;;;;;;;;;
;Pegar apertadeira e realizar o torque na base da quinta-roda;AGR;;;;00:02:43;;;;;;;;;;;;;
;Soltar apertadeira e devolver chave auxíliar;AGR;;;;00:00:10;;;;;;;;;;;;;
;Retirar cone;ÑAG;;;;00:00:15;;;;;;;;;;;;;
;Pegar o carrinho de porcas;ÑAG;;;;;00:00:06;;;;;;;;;;;;
;Andar até o mercado e abastecer carrinho;ÑAG;;;;;00:00:54;;;;;;;;;;;;
;Retornar ao posto de trabalho, reabastecer esteira, devolver carrinho vazio no mercado;ÑAG;;;;;00:00:14;;;;;;;;;;;;
;Andar até esteira de rodas e apertar o botão para posicionar o próximo conjunto;ÑAG;;;;;00:00:14;;;;;;;;;;;;
;Cortar cintas que envolvem as rodas;ÑAG;;;;;00:00:04;;;;;;;;;;;;
;Pegar a roda dianteira com o manipulador.;AGR;;;;;00:00:08;;;;;;;;;;;;
;Com o virador, pegar próxima roda 2 do eixo traseiro I na esteira;AGR;;;;;00:00:12;;;;;;;;;;;;
;Pegar prolongador de válvula do pneu e rosquear na válvula da próxima roda com o dispositivo;AGR;;;;;00:00:20;;;;;;;;;;;;
;Pegar cintas que caírem no chão e jogar no lixo;ÑAG;;;;;00:00:06;;;;;;;;;;;;
;Posicionar roda dianteira apontando a porca para evitar que caia.;AGR;;;;;00:00:12;;;;;;;;;;;;
;Retirar manipulador e voltar para esteira., Com manipulador, pegar roda 1 do eixo traseiro I na esteira;AGR;;;;;00:00:19;;;;;;;;;;;;
;Apertar botoeira para esteira liberar próxima remessa de rodas.;ÑAG;;;;;00:00:04;;;;;;;;;;;;
;Andar até prateleira do lado da esteira e pegar dispositivo para não riscar o cubo da roda;ÑAG;;;;;00:00:08;;;;;;;;;;;;
;Encaixar dispositivo no cubo da roda;ÑAG;;;;;00:00:06;;;;;;;;;;;;
;Andar até a esteira;ÑAG;;;;;00:00:06;;;;;;;;;;;;
;Posicionar roda 1 do manipulador no cubo no eixo traseiro I;AGR;;;;;00:00:12;;;;;;;;;;;;
;Ainda com manipulador, pegar roda 2 do eixo traseiro Ique estava no virador;AGR;;;;;00:00:08;;;;;;;;;;;;
;Colocar roda 2 na posição correta em relação a roda 1 do eixo traseiro I;AGR;;;;;00:00:20;;;;;;;;;;;;
;Pontear duas porcas para a roda não caírem ;AGR;;;;;00:00:06;;;;;;;;;;;;
;Tirar o manipulador;ÑAG;;;;;00:00:08;;;;;;;;;;;;
;Andar até a apertadeira eletrônica das rodas, posicionar e fixar as rodas dianteiras;AGR;;;;;00:00:32;;;;;;;;;;;;
;Posicionar e fixar as rodas traseiras;AGR;;;;;00:01:04;;;;;;;;;;;;
;Auxililar na montagem dos para-lamas;AGR;;;;;00:01:04;;;;;;;;;;;;
;;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;;ÑAG;;;;;;00:00:54;;;;;;;;;;;
;;ÑAG;;;;;;00:00:14;;;;;;;;;;;
;;ÑAG;;;;;;00:00:14;;;;;;;;;;;
;;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;;AGR;;;;;;00:00:08;;;;;;;;;;;
;;AGR;;;;;;00:00:12;;;;;;;;;;;
;;AGR;;;;;;00:00:20;;;;;;;;;;;
;;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;;AGR;;;;;;00:00:12;;;;;;;;;;;
;;AGR;;;;;;00:00:19;;;;;;;;;;;
;;ÑAG;;;;;;00:00:04;;;;;;;;;;;
;;ÑAG;;;;;;00:00:08;;;;;;;;;;;
;;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;;ÑAG;;;;;;00:00:06;;;;;;;;;;;
;;AGR;;;;;;00:00:12;;;;;;;;;;;
;;AGR;;;;;;00:00:08;;;;;;;;;;;
;;AGR;;;;;;00:00:20;;;;;;;;;;;
;;AGR;;;;;;00:00:06;;;;;;;;;;;
;;ÑAG;;;;;;00:00:08;;;;;;;;;;;
;;AGR;;;;;;00:00:32;;;;;;;;;;;
;;AGR;;;;;;00:01:04;;;;;;;;;;;
;;AGR;;;;;;00:01:04;;;;;;;;;;;
;Andar até o carrinho;ÑAG;;;;;;;00:00:08;;;;;;;;;;
;Pegar parafusos, porcas, cintas plásticas, réguas suporte da lanterna, lanterna e pinheiro;AGR;;;;;;;00:00:46;;;;;;;;;;
;Andar até o veículo e deixar o material;AGR;;;;;;;00:00:16;;;;;;;;;;
;Andar até o carrinho para pegar as porcas;AGR;;;;;;;00:00:17;;;;;;;;;;
;Andar até o veículo e apontar porcas na roda dianteira;AGR;;;;;;;00:01:06;;;;;;;;;;
;Apontar as porcas nas rodas traseiras com auxílio do banco, pegando as porcas disponibilizadas no próprio banco;AGR;;;;;;;00:01:28;;;;;;;;;;
;Andar até o carrinho do para-lama, pegar para-lama lado direito, retornar ao veículo e posiciona-lo;AGR;;;;;;;00:02:16;;;;;;;;;;
;Realizar os encaixes dos para-lamas, apontar os parafusos e fixar;AGR;;;;;;;00:01:36;;;;;;;;;;
;Montar suporte da lanterna, fazer amarração dos chicotes;AGR;;;;;;;00:01:49;;;;;;;;;;
;Andar até a prateleira, pegar as calotas para o lado direito e esquerdo;AGR;;;;;;;00:00:22;;;;;;;;;;
;Andar até o veículo;ÑAG;;;;;;;00:00:10;;;;;;;;;;
;Montar calotas;AGR;;;;;;;00:01:06;;;;;;;;;;
;;ÑAG;;;;;;;;00:00:08;;;;;;;;;
;;AGR;;;;;;;;00:00:46;;;;;;;;;
;;AGR;;;;;;;;00:00:16;;;;;;;;;
;;AGR;;;;;;;;00:00:17;;;;;;;;;
;;AGR;;;;;;;;00:01:06;;;;;;;;;
;;AGR;;;;;;;;00:01:28;;;;;;;;;
;;AGR;;;;;;;;00:02:16;;;;;;;;;
;;AGR;;;;;;;;00:01:36;;;;;;;;;
;;AGR;;;;;;;;00:01:49;;;;;;;;;
;;AGR;;;;;;;;00:00:22;;;;;;;;;
;;ÑAG;;;;;;;;00:00:10;;;;;;;;;
;;AGR;;;;;;;;00:01:06;;;;;;;;;
;Andar até o carrinho;ÑAG;;;;;;;;;00:00:09;;;;;;;;
;Pegar adesivos de diesel, alta temperatura, manual;AGR;;;;;;;;;00:00:20;;;;;;;;
;Andar até o veículo;ÑAG;;;;;;;;;00:00:08;;;;;;;;
;Colar adesivos;AGR;;;;;;;;;00:00:44;;;;;;;;
;Abrir porta direita, pegar adesivos de Arla e estribo;ÑAG;;;;;;;;;00:00:19;;;;;;;;
;Colar em ambos;AGR;;;;;;;;;00:00:23;;;;;;;;
;Atividades do controle;ÑAG;;;;;;;;;00:05:46;;;;;;;;
;Pegar 04 parafusos, tampa PDM e da coluna de direção;AGR;;;;;;;;;;00:00:08;00:00:08;;;;;;
;Andar até o veículo e conferir fusíveis do PDM;ÑAG;;;;;;;;;;00:00:06;00:00:06;;;;;;
;Montar tampa do PDM e fixar parafusos;AGR;;;;;;;;;;00:00:12;00:00:12;;;;;;
;Ligar chave geral;AGR;;;;;;;;;;00:00:02;00:00:02;;;;;;
;Andar até o carrinho;ÑAG;;;;;;;;;;00:00:03;00:00:03;;;;;;
;Pegar tampa da caixa de bateria;AGR;;;;;;;;;;00:00:04;00:00:04;;;;;;
;Andar até o veículo;ÑAG;;;;;;;;;;00:00:03;00:00:03;;;;;;
;Montar tampa da caixa de bateria;AGR;;;;;;;;;;00:00:11;00:00:11;;;;;;
;Andar até o armário, pegar o porty e andar até o veículo;ÑAG;;;;;;;;;;00:00:09;00:00:09;;;;;;
;Fazer encaixa do cabo do porty no painel do veículo;ÑAG;;;;;;;;;;00:00:03;00:00:03;;;;;;
;Iniciar processo elétrico;AGR;;;;;;;;;;00:00:13;00:00:13;;;;;;
;Fazer parametrização completa;AGR;;;;;;;;;;00:08:16;00:08:16;;;;;;
;Recuar cilindro e colocar miolo da chave;AGR;;;;;;;;;;00:02:19;00:02:19;;;;;;
;Fazer rampa;AGR;;;;;;;;;;00:02:00;00:02:00;;;;;;
;Levar veículo;AGR;;;;;;;;;;00:00:45;00:00:45;;;;;;
;Parametrização da bolsa na rampa;AGR;;;;;;;;;;00:00:00;00:00:00;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;Total;00:09:15;00:12:32;00:16:05;00:16:28;00:06:47;00:06:47;00:11:20;00:11:20;00:07:49;00:14:34;00:14:34;;;;;;
;;Agrega;00:05:15;00:09:48;00:10:06;00:13:55;00:04:37;00:04:37;00:11:02;00:11:02;00:01:27;00:14:10;00:14:10;;;;;;
;;Necessário;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;;;;;
;;Não agrega;00:04:00;00:02:44;00:05:59;00:02:33;00:02:10;00:02:10;00:00:18;00:00:18;00:06:22;00:00:24;00:00:24;;;;;;
;;;;;;;;;;;;;;;;;;;
;;Takt;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30;00:16:30
